Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement
France,UK,Skirmish,1972,1762,18899,28795,183614,245.95,-1.7,1925.1,Desert,514.8,420.5,23795.1,13643.9,NATO,None,Cyber,3628,198,Yes,17.57,No,Victory_A,-13.767,165.754,Polar,Water,Yes
Canada,Japan,War,1988,364,35553,48186,3038,366.67,20.3,981.9,Plains,257,382,4727.8,1985.6,Regional,None,Nuclear,1429,175,No,3.73,No,Victory_A,-3.694,72.7,Temperate,Oil,No
Canada,Russia,Skirmish,1961,60,27576,1334,35969,283.37,20.9,2070.8,Urban,1224.6,616.9,18752.4,19998.8,None,NATO,Conventional,526,144,Yes,12.44,Yes,Stalemate,-85.212,-38.773,Tropical,Water,No
China,USA,Civil War,1983,1506,16312,34852,179548,135.87,19.4,183.1,Forest,1239.3,264.9,20066.9,23072.2,NATO,Regional,Conventional,1808,13,Yes,1.3,No,Stalemate,-2.134,-114.043,Arid,Water,No
Germany,India,Cold Conflict,2020,1274,9528,28932,183289,72.86,8.7,2572,Mountain,142.2,1364.6,9365.5,9689.8,None,None,Nuclear,1210,157,Yes,11.05,No,Stalemate,-73.111,-116.273,Arid,Water,Yes
Germany,Japan,Skirmish,2024,560,31519,18078,9063,303.1,-5.5,2449.7,Plains,1353.8,483.5,3914.4,18491.9,NATO,NATO,Cyber,3947,104,Yes,2.83,No,Victory_A,70.643,-8.013,Tropical,Oil,Yes
Russia,India,Cold Conflict,1980,117,8259,22741,170235,244.64,31,2956.5,Plains,746.8,1292.3,4155.9,13725.4,None,None,Nuclear,1048,121,Yes,11.51,Yes,Stalemate,27.028,-11.676,Polar,Water,Yes
Australia,China,War,2011,1763,24410,27227,134696,48.08,12.8,2809.5,Urban,1391.2,1271.7,24636.4,5907.9,NATO,NATO,Nuclear,4394,157,No,7.36,No,Victory_B,-79.843,-29.596,Tropical,Oil,Yes
China,Canada,Proxy War,1962,874,36968,34820,7888,197.87,8.3,1068.6,Urban,623.6,511.4,18138,1704.3,None,None,Conventional,4668,32,No,12.11,Yes,Stalemate,58.868,126.65,Temperate,None,Yes
Ukraine,Iran,Proxy War,1980,915,39242,18179,31418,257.44,16.5,1197.8,Urban,747.1,356.5,11256.7,6155,NATO,NATO,Mixed,1154,119,Yes,7.89,No,Stalemate,-24.912,172.506,Arid,Land,Yes
USA,Iran,Cold Conflict,1951,968,6104,17438,32278,413.46,-1.3,2237.9,Urban,373.2,1079.4,6441.2,15126.6,NATO,None,Mixed,675,181,Yes,17.09,No,Victory_B,-49.389,-52.264,Temperate,Oil,Yes
Germany,UK,Proxy War,1964,999,38389,3391,180833,38.14,-4,402.2,Mountain,1258.6,321.9,482.6,1015.3,None,None,Nuclear,3038,184,No,15.14,No,Stalemate,-44.294,-73.94,Tropical,Land,Yes
Ukraine,Russia,Skirmish,2006,1569,11512,8648,46147,174.31,8.2,942,Urban,621.8,730.2,16764.9,20906.4,None,None,Cyber,3278,30,No,16.89,No,Victory_A,17.589,97.24,Arid,Land,Yes
UK,Israel,Cold Conflict,2024,44,11855,47372,186895,411.35,0.2,355.6,Plains,1140.6,155.9,23923.3,24258,Regional,Regional,Conventional,2285,22,No,4.44,No,Victory_B,-75.32,-18.075,Temperate,None,Yes
Iran,Ukraine,Civil War,1983,509,19117,44655,159761,324.25,1,1364.7,Plains,112.5,540.9,2680,2096.7,Regional,NATO,Mixed,2239,179,Yes,2.98,Yes,Victory_A,-79.426,-101.675,Arid,Oil,Yes
Iran,Israel,Skirmish,2017,1189,3990,33836,145945,145.05,30.2,1656,Forest,1103.8,110.3,18864.7,6175,Regional,Regional,Nuclear,1051,114,No,11.15,No,Victory_B,22.952,-114.862,Arid,None,Yes
Australia,Japan,Skirmish,2024,1392,28940,49493,154632,422.68,13.9,633.5,Plains,686.9,397.5,3839.4,16894.1,Regional,NATO,Cyber,3178,53,No,17.46,Yes,Stalemate,86.744,-78.996,Tropical,Oil,Yes
Japan,India,Skirmish,1978,1881,17275,28122,129852,246.7,11.8,79.9,Plains,8.6,931.7,19804.7,20153.9,None,None,Conventional,3294,174,Yes,2.21,No,Victory_B,-2.983,-179.523,Temperate,Land,No
USA,Germany,Civil War,2015,1316,9291,4334,38383,249.23,21,2158.1,Mountain,317.5,1387.8,9270.6,8656.4,Regional,NATO,Mixed,428,176,No,4.68,No,Stalemate,-15.609,158.915,Tropical,Land,Yes
Turkey,China,War,1965,849,251,26820,4485,488.3,32.8,60,Plains,272,357.5,17804.4,12885.8,NATO,NATO,Mixed,2131,83,No,14.92,No,Stalemate,80.496,-25.11,Polar,Water,No
Turkey,Germany,Proxy War,1988,1880,19547,41206,38468,473.56,-5,2920.2,Desert,1052.7,663.2,23157.8,22295.1,None,None,Mixed,497,55,No,9.31,No,Victory_A,-46.622,-150.175,Temperate,Oil,Yes
France,Russia,Cold Conflict,1986,917,22851,40217,58005,179.33,27.5,664.8,Plains,668.6,627.8,15507.3,9616.1,NATO,None,Cyber,2284,91,Yes,12.07,No,Victory_B,-46.703,-120.615,Tropical,Land,No
Turkey,Ukraine,War,1970,898,29275,13468,59557,70.38,16.3,1991.7,Forest,224.4,258.6,23018.3,2047.6,Regional,None,Cyber,3866,7,Yes,11.84,No,Victory_B,72.921,-63.598,Tropical,Oil,No
UK,Ukraine,Cold Conflict,1993,799,24388,48069,51083,162.9,-3.4,1304.3,Forest,360.3,854.5,5883.3,24872.4,Regional,NATO,Cyber,850,149,Yes,8.25,Yes,Stalemate,26.448,18.61,Polar,None,No
UK,Japan,Proxy War,1968,876,46729,48938,73022,15.34,3.4,179,Urban,706.2,1014.9,24453.6,4515.2,Regional,None,Nuclear,2659,61,No,14.11,No,Victory_A,-80.319,73.338,Tropical,None,Yes
Iran,Australia,Civil War,2020,1761,47900,8834,102062,10.48,11.7,1416.6,Mountain,28.5,207,21822.5,1229.1,None,None,Conventional,2891,53,No,17.05,No,Victory_A,31.316,-69.174,Polar,Oil,No
China,China,Skirmish,1957,286,37467,41751,47269,197.82,21.1,1550.3,Forest,594.4,1060.2,2698.3,10272.2,NATO,NATO,Nuclear,1058,162,No,18.16,Yes,Stalemate,57.606,164.742,Temperate,Land,No
Australia,Turkey,Skirmish,2015,1228,12374,33893,165599,470.52,0.9,2564,Desert,949.6,980.5,10344.4,3045.4,NATO,Regional,Conventional,2144,118,Yes,0.93,No,Victory_A,-40.688,93.712,Polar,None,No
Russia,Ukraine,Civil War,1990,684,12318,12297,173843,435.69,14.1,2197,Desert,725.3,277.1,23176.5,24468.5,None,NATO,Cyber,3304,107,Yes,11.07,No,Victory_A,-21.079,117.288,Polar,Land,No
France,Ukraine,War,2024,1548,23892,3459,198350,255.77,20.8,237.9,Urban,837.7,908.9,1962.1,9526,Regional,NATO,Mixed,2572,87,No,0.81,No,Stalemate,-54.418,-63.488,Tropical,Oil,Yes
Germany,Japan,War,2019,819,3077,38125,146645,282.66,10.2,627.5,Mountain,457.9,551.7,11349.5,20647,Regional,NATO,Cyber,1781,14,No,18.02,Yes,Victory_A,24.002,-42.854,Arid,Water,No
Ukraine,UK,Cold Conflict,2010,121,17326,35819,32376,3.07,28.8,935.7,Mountain,257.1,953.9,18092.6,4423.4,None,None,Nuclear,488,113,No,8.59,Yes,Stalemate,29.555,13.702,Tropical,Land,Yes
China,Brazil,Civil War,1975,945,29122,7489,112676,107.83,29.1,349.2,Plains,1133.8,695,845.8,3479,NATO,NATO,Cyber,403,4,Yes,18.01,No,Victory_A,-77.664,-17.389,Arid,None,Yes
Germany,China,War,2020,1780,3893,47534,173327,12.48,11.2,1370.7,Desert,1268,68.3,18823.2,16235.8,NATO,Regional,Cyber,4869,16,No,3.75,No,Stalemate,31.987,-86.439,Temperate,Oil,No
China,Germany,Civil War,2019,1688,1759,15052,131247,377.29,33.8,2952.9,Desert,715.5,1102,9036.5,22733.7,NATO,NATO,Cyber,402,91,No,3.25,No,Victory_B,28.522,179.018,Arid,Water,Yes
China,Russia,Proxy War,1978,1688,38030,29175,66785,72.91,-6.6,1543.8,Desert,427.8,778.3,6241.8,2872.3,NATO,NATO,Mixed,3657,116,No,18.17,No,Victory_A,-83.676,125.409,Polar,None,No
China,Ukraine,Skirmish,2015,1018,43573,19039,104446,434.54,-9.8,2225.6,Desert,716.2,1015,14403.5,14735.5,Regional,None,Conventional,1801,130,Yes,18.77,Yes,Victory_A,9.967,-94.325,Arid,Oil,Yes
Iran,Ukraine,Skirmish,1968,1212,16140,47095,16425,321.7,7.1,2048.8,Forest,1230.7,177.4,13612.8,2132.6,Regional,None,Conventional,183,146,No,15.34,No,Victory_A,20.509,141.263,Arid,Oil,Yes
Turkey,Iran,Skirmish,2017,907,4370,15724,133833,114.79,17,2549.7,Mountain,968.3,1010.1,21849.7,20306,None,Regional,Nuclear,4990,101,Yes,4.44,Yes,Victory_A,-12.572,31.279,Polar,Land,Yes
Australia,Canada,Civil War,2007,13,13386,1835,163559,78.94,18.3,647.2,Plains,1202.2,579.7,16903.3,22733.6,None,NATO,Conventional,3639,164,Yes,3.44,Yes,Victory_A,72.237,-175.478,Arid,Water,No
Russia,UK,Civil War,2019,603,3703,24415,159144,313.85,11.4,2261.5,Forest,460.4,1119.2,10552.4,15723.6,None,NATO,Cyber,1516,148,No,14.96,Yes,Stalemate,-30.894,-55.386,Arid,Oil,Yes
Turkey,Ukraine,Cold Conflict,2006,200,46640,17522,9232,450.43,-4.4,2644.1,Mountain,997.1,839.2,16257,17211.7,Regional,NATO,Mixed,4156,100,Yes,12.7,Yes,Victory_A,-77.908,-170.736,Temperate,Water,Yes
China,Brazil,Skirmish,1986,586,17700,39237,93227,359.21,-2.3,514.5,Urban,914.6,497.5,18756.2,1395.4,Regional,NATO,Cyber,1708,50,Yes,17.44,Yes,Stalemate,30.934,-148.403,Temperate,Water,Yes
India,Canada,Cold Conflict,2010,1792,2391,7227,95116,174.34,28.3,1040.4,Desert,800.7,283.5,23433.8,1833.7,Regional,NATO,Cyber,3693,53,No,5.54,No,Victory_B,18.94,-115.568,Temperate,Land,No
Japan,Iran,Skirmish,1979,1480,13223,35780,124451,293.73,29.1,2910.3,Plains,740,1142.5,17609.5,4500,None,NATO,Nuclear,1947,138,Yes,5.91,No,Victory_B,88.031,-5.616,Polar,Oil,No
Germany,USA,Cold Conflict,2020,448,3911,48332,88198,155.45,20.3,2342.4,Mountain,771.8,784.7,13601.4,6853,Regional,None,Cyber,4241,192,No,14.63,No,Stalemate,-48.365,-42.736,Temperate,Oil,No
USA,UK,Cold Conflict,2022,1812,13447,12706,172072,499.57,19.9,847.8,Urban,1189.7,1382.5,9330.8,18998.8,NATO,Regional,Cyber,1549,157,No,5.36,No,Victory_B,-18.811,-126.361,Temperate,Land,Yes
Brazil,Russia,Proxy War,1974,1864,31376,32843,103856,374.44,16.9,1691.8,Desert,1282.5,523.5,22288.2,10891.4,Regional,NATO,Nuclear,4278,89,No,9.25,Yes,Stalemate,-6.988,-37.96,Polar,Land,No
Turkey,India,Cold Conflict,2014,841,46719,34110,144042,307.23,-0.9,1213,Urban,158.9,960.3,19815.1,1965.5,NATO,NATO,Conventional,4410,112,No,10.4,No,Victory_A,65.071,-70.438,Polar,Oil,Yes
Ukraine,China,Civil War,1955,1095,15613,15736,22194,211.69,9.3,1469.9,Urban,796.7,872.3,1938.8,21317.6,NATO,None,Conventional,3948,170,Yes,13.38,No,Stalemate,-15.378,-32.344,Polar,Land,Yes
Iran,Japan,Cold Conflict,1967,590,5242,25448,120320,309.11,21.3,1065.5,Forest,1285.9,893,17491.5,24845.7,NATO,NATO,Conventional,4754,35,Yes,6.89,No,Victory_B,48.987,-117.968,Polar,Oil,Yes
France,Russia,Skirmish,1959,1820,23346,10208,133687,170.87,14.2,838,Urban,189.5,1032,13473.4,11381.1,Regional,None,Nuclear,2791,89,Yes,17.17,Yes,Stalemate,-61.75,39.496,Temperate,None,No
Canada,Turkey,Cold Conflict,1960,1154,25607,8198,88959,14.53,-9.2,2024.3,Forest,578.6,195.6,2600.1,12799,None,Regional,Nuclear,995,184,No,8.05,No,Victory_B,-16.239,-163.969,Tropical,Water,Yes
Russia,China,War,2014,889,26814,36280,185064,197.6,32.9,2335.6,Forest,125.6,770,14128.4,1972,NATO,NATO,Mixed,2856,119,No,0.83,No,Stalemate,-62.104,-40.364,Arid,Water,No
USA,Canada,Skirmish,2014,43,12294,18983,155813,465.25,28,2621.9,Urban,159.8,713.3,4820.7,9581.6,NATO,Regional,Mixed,651,90,Yes,1.34,No,Victory_B,80.942,142.159,Temperate,Land,No
UK,Australia,War,2001,520,7626,44500,130711,313.19,1.7,466,Mountain,1265.9,480.2,17706.5,9301.4,Regional,NATO,Cyber,892,153,No,19.43,Yes,Victory_A,-58.004,-28.919,Tropical,None,Yes
Israel,Japan,Skirmish,2016,1037,19462,46099,33849,42.07,17.7,2468.6,Urban,625.2,611.2,6968.7,24145.1,Regional,Regional,Cyber,2836,97,No,12.44,Yes,Stalemate,-14.567,-21.211,Temperate,Water,Yes
India,France,Civil War,1980,725,46381,48051,197899,442.51,31.5,764.4,Urban,964.5,726.8,3767.1,16514.2,NATO,Regional,Nuclear,2002,59,Yes,9.82,No,Victory_A,-75.193,-155.517,Temperate,Oil,Yes
Canada,Germany,Civil War,1966,623,44952,7260,34560,134.51,-5.7,1282,Mountain,195.3,450,2058.5,19556.8,None,NATO,Nuclear,1064,89,Yes,17.39,No,Victory_A,75.849,37.931,Polar,Water,Yes
Brazil,USA,Civil War,2004,988,46217,20029,87969,121.96,12.6,2704.3,Desert,31.7,411.1,12275.1,3217,Regional,Regional,Mixed,2430,21,No,14.34,No,Victory_A,22.287,157.105,Tropical,Water,Yes
USA,UK,War,1985,803,47936,17697,113093,148.62,10.5,1363.5,Plains,1246.8,1033.8,4998.9,10429,NATO,None,Cyber,168,23,No,3.63,Yes,Victory_B,83.242,-75.02,Temperate,Water,No
Canada,Ukraine,Proxy War,1975,535,4695,11223,160097,288.64,8.5,591.2,Desert,804.8,94.6,21379.6,4796.9,None,None,Cyber,170,139,No,0.15,No,Victory_B,-82.391,-38.429,Arid,Oil,No
USA,Australia,Skirmish,2002,302,30494,49670,53292,272.39,27.6,479.6,Urban,29,438.8,85,21506.1,Regional,Regional,Cyber,3689,74,Yes,19.64,Yes,Victory_A,-58.504,31.737,Polar,Land,No
Ukraine,Iran,Civil War,1966,1790,15502,28457,46596,245.76,7.1,1419,Desert,1389.3,915.5,21092.5,3817.8,None,Regional,Conventional,738,59,No,12.58,No,Stalemate,-21.591,-146.444,Arid,Oil,Yes
India,Turkey,Skirmish,1974,527,27240,5060,154389,358.8,-7.1,2288,Plains,689.6,293.1,13032.1,10977.4,NATO,None,Mixed,3527,148,Yes,9.54,Yes,Victory_B,21.845,162.102,Tropical,Land,Yes
Brazil,Australia,War,1951,1666,22695,33656,69989,158.34,-7,2991.6,Desert,666.8,801.6,23054.4,1350.7,None,NATO,Conventional,3562,79,Yes,18.89,No,Victory_B,-30.687,-11.665,Temperate,Water,Yes
UK,Russia,Proxy War,1954,1597,42823,18355,121315,391.05,-8.1,2362.2,Plains,869.7,423.7,5123.2,15861,NATO,None,Cyber,1317,163,Yes,7.38,Yes,Victory_A,38.137,-138.565,Arid,Water,No
China,USA,War,1953,1139,46864,13450,4947,87.74,8.4,2631,Desert,12.1,1180.8,2565.8,12053.3,Regional,Regional,Nuclear,1287,6,No,14.45,Yes,Victory_B,-60.277,-59.318,Tropical,None,Yes
Germany,India,Skirmish,1985,460,25011,30981,131285,391.33,22.3,2243.5,Forest,797.2,490.6,15627.7,12454.2,NATO,None,Mixed,2294,188,Yes,13.4,Yes,Stalemate,18.115,-45.421,Polar,Water,No
UK,Israel,Proxy War,1955,832,25852,18509,52590,331.94,-0.8,2686.3,Urban,881.6,322.1,17671.1,2549.5,NATO,NATO,Conventional,4243,52,Yes,13.54,No,Victory_B,-18.366,-55.664,Arid,Oil,No
China,China,Proxy War,1970,505,19505,32735,30080,341.64,19.1,228.9,Plains,416.4,742.6,9320.9,12854.4,Regional,None,Cyber,4036,155,Yes,13.54,Yes,Victory_B,1.483,69.561,Tropical,Water,Yes
Israel,China,War,1975,1332,24320,2546,55363,240.83,20.9,2789.8,Urban,1017.9,190.8,351.9,14098.9,NATO,NATO,Conventional,4536,23,No,0.21,No,Stalemate,12.534,-55.613,Tropical,None,No
Iran,Russia,Civil War,2004,932,34053,30757,128120,333.53,1.5,1189.2,Forest,529,1116.7,10180,24071.4,None,Regional,Nuclear,4457,52,Yes,16.49,No,Stalemate,-79.219,-63.413,Arid,Oil,Yes
Australia,Brazil,Skirmish,1988,1987,36153,21307,29920,39.99,17,2764.8,Desert,1005.2,952.4,5852.3,840.2,Regional,None,Mixed,2269,12,No,18.46,Yes,Victory_B,76.324,-64.048,Temperate,None,Yes
Australia,Brazil,Cold Conflict,1982,325,3547,49051,116615,425.79,20.8,227.2,Urban,202.2,1078.9,8693.3,23068.6,None,None,Nuclear,657,77,No,8.99,Yes,Stalemate,51.497,100.025,Tropical,None,No
Australia,Ukraine,Cold Conflict,1963,579,10762,8852,124753,27.87,11,2145.7,Desert,1279.3,559,12673.8,11994.3,Regional,NATO,Nuclear,4203,94,No,11.21,Yes,Victory_B,-10.358,-68.983,Arid,Oil,Yes
Russia,Turkey,War,2005,761,4999,13540,160604,74.46,5.2,2207.1,Desert,1231.4,1169.2,17561.5,5260.8,NATO,None,Mixed,3201,71,Yes,6.49,No,Stalemate,8.545,-174.961,Polar,Land,Yes
Turkey,France,Skirmish,1970,1199,28682,44964,162180,288.44,17.9,2990.7,Urban,211.7,691.5,24081,16642,None,None,Cyber,575,0,Yes,15.7,No,Victory_A,-84.144,-48.407,Arid,Land,Yes
Japan,Germany,Skirmish,1995,851,48928,49791,57305,369.73,34,2306.6,Plains,1313.9,133.5,3608.6,12931.1,Regional,NATO,Cyber,299,103,No,14.73,Yes,Victory_B,-0.369,-79.835,Arid,Land,Yes
France,Japan,War,1965,1538,2035,6599,92457,38.22,9.2,1147.7,Plains,781.3,314.4,17000.7,5676.6,None,None,Conventional,3506,114,Yes,14.77,No,Victory_A,-13.263,147.246,Tropical,Land,Yes
France,India,Skirmish,1965,1196,42313,21239,118002,460.39,7.6,1671.7,Urban,982.6,995.8,5838,15674.4,Regional,NATO,Cyber,1892,80,No,14.7,Yes,Victory_B,-22.593,-7.954,Polar,None,Yes
Turkey,Ukraine,Civil War,1978,960,42142,14867,196052,486.81,10.9,1099.7,Plains,1176.6,1255.1,5525.4,11836.8,Regional,Regional,Cyber,223,40,No,4.37,Yes,Stalemate,56.763,-95.553,Temperate,None,Yes
Australia,USA,War,1957,502,10435,22443,181622,303.01,-6.6,588.1,Mountain,117.9,134.2,15842.5,17228.5,None,None,Cyber,3648,186,No,2.25,No,Victory_A,-57.254,173.37,Arid,Oil,No
Germany,Brazil,Civil War,1952,334,17769,27812,157501,240.67,14.9,745.5,Desert,237.8,1210,19402.2,17230,None,NATO,Conventional,2741,12,No,6.22,Yes,Victory_B,-58.264,-91.172,Polar,Oil,Yes
Brazil,France,Skirmish,1968,284,8645,19773,198909,370.72,4.8,666,Urban,407.3,1118.9,24444.9,11825.7,None,NATO,Mixed,1858,181,Yes,11.51,Yes,Stalemate,3.902,94.689,Polar,Land,Yes
India,France,War,2015,475,40347,29588,109446,164.25,-4.5,1646.4,Forest,668.6,499.8,19223.1,9776,None,None,Cyber,3694,174,Yes,7.99,No,Stalemate,33.686,53.838,Arid,Land,No
Brazil,Turkey,Skirmish,2023,1078,38123,26620,23724,246.68,11,2718.5,Urban,485.1,965.3,3941.3,1590.5,Regional,NATO,Nuclear,2297,26,Yes,4.98,No,Victory_A,-85.961,-13.598,Tropical,Land,No
India,Russia,War,1971,1482,18369,44205,137712,458.08,-9.8,2738.2,Urban,708.7,262.5,5642.8,12351.2,None,Regional,Cyber,4336,122,Yes,0.45,Yes,Victory_B,8.251,-33.899,Temperate,Land,Yes
Brazil,India,Skirmish,1995,1603,37930,48687,162554,477.83,8.1,164.3,Desert,261.1,1138.9,19037.1,6085.4,None,Regional,Cyber,2864,39,No,2.42,No,Victory_A,-36.234,134.058,Tropical,Land,Yes
Japan,Canada,Civil War,1962,1444,7166,15884,40476,463.54,-5.2,239.7,Forest,955.3,920.6,13179.4,1340.7,None,None,Mixed,3544,159,No,2.11,Yes,Victory_B,46.239,-8.97,Temperate,None,Yes
Russia,Japan,Civil War,1982,1638,10812,38179,49634,131.3,-8.9,735.4,Desert,79,614.9,7392.2,8266.2,None,Regional,Nuclear,1699,185,Yes,19.13,No,Stalemate,-5.603,-44.871,Polar,None,No
Russia,Turkey,Skirmish,1954,632,16091,44320,169137,116.31,27.1,765.2,Plains,506.7,1210.5,11799.9,2195.9,None,None,Conventional,3334,75,No,15.58,Yes,Stalemate,60.134,-52.47,Polar,None,Yes
Australia,Germany,War,1976,703,35890,20591,73301,148.9,31.2,284.7,Urban,251.5,195.8,22873.1,14497.7,None,None,Cyber,2062,170,Yes,2.46,No,Stalemate,-18.544,-80.688,Tropical,None,Yes
Israel,Turkey,Cold Conflict,1973,409,21749,47442,69403,220.71,-0.7,1165.4,Desert,1022.2,1184.3,18892.4,12596.7,NATO,NATO,Cyber,664,51,No,9.34,No,Victory_B,58.876,-32.772,Temperate,Land,No
China,Turkey,Civil War,2016,982,34415,48820,95079,157.15,14.3,1763.2,Mountain,1237.2,34.4,11272.9,19812.8,NATO,NATO,Cyber,495,79,No,13.09,No,Victory_B,38.971,-136.83,Arid,None,No
Israel,UK,Civil War,2012,1328,30906,35368,83040,187.17,2.5,1734.5,Urban,111.2,1054.7,24514,6698.2,Regional,NATO,Cyber,1464,33,Yes,19.22,Yes,Stalemate,59.086,-156.556,Tropical,Land,No
Canada,Russia,Cold Conflict,1997,1959,12310,14818,4650,310.36,12.2,1630.3,Plains,1099.3,803.1,19873.9,9294.5,None,NATO,Nuclear,4645,133,No,5.38,No,Victory_B,56.236,14.928,Temperate,None,Yes
Russia,Japan,Skirmish,2012,559,37072,35697,155812,381.29,9.6,1016,Desert,1254.1,975.7,156.7,17226.9,None,None,Mixed,2084,47,No,5.28,Yes,Victory_B,-2.454,-16.466,Arid,None,Yes
Russia,UK,War,1961,222,40458,32915,108336,367.81,2.1,2119.4,Desert,1363.6,577.9,2818.1,24823.7,Regional,NATO,Mixed,3705,145,Yes,11.37,Yes,Stalemate,-23.744,-117.579,Arid,Water,Yes
UK,UK,Skirmish,1977,1557,34236,35232,33812,407.23,21.5,2479.5,Mountain,811.6,1210.4,13853.7,22605.2,None,NATO,Cyber,435,80,Yes,17.15,Yes,Stalemate,47.726,-141.552,Temperate,Land,No
UK,Iran,Proxy War,1993,158,44397,26932,119056,16.19,-4.3,1038.8,Plains,459,439.1,8755.4,13025.4,None,Regional,Conventional,2340,166,Yes,5.59,Yes,Victory_B,-24.926,-128.424,Polar,Land,Yes
China,India,Civil War,1992,348,16045,31962,168621,23.96,-7.6,256.6,Mountain,451.4,385.7,20315.8,16951.9,None,None,Nuclear,4396,6,No,2.52,No,Victory_B,-73.909,-66.512,Tropical,None,Yes
Ukraine,Iran,Proxy War,1966,1183,29765,12964,138792,394.71,24.5,889,Urban,531.2,423.1,22393.2,13302.7,NATO,Regional,Nuclear,1697,5,No,5.32,Yes,Victory_A,64.592,-17.466,Arid,Oil,Yes
Canada,India,Civil War,1989,889,42577,22942,17391,266.59,20,412.1,Forest,858.1,1084.3,6023.9,10875.8,None,Regional,Conventional,4011,52,No,8.98,No,Victory_B,-18.504,-110.394,Polar,Land,No
Israel,Ukraine,Civil War,1998,1908,13744,8277,95190,289.11,12.4,1402.1,Desert,686.8,693.9,19084.5,15061.4,NATO,Regional,Cyber,1046,0,Yes,7.2,Yes,Victory_A,-66.131,92.025,Temperate,None,Yes
Germany,USA,Proxy War,2006,922,5017,46215,84124,26.39,11.1,467.8,Mountain,915.4,752.4,13389.6,9668.6,None,NATO,Cyber,2397,28,No,17.22,No,Victory_B,26.366,-110.403,Tropical,Land,No
UK,France,Proxy War,2013,1259,19968,40799,17065,127.73,12.4,1388.5,Desert,56,1164.5,9805.3,7011.9,None,None,Cyber,1089,91,Yes,18.86,No,Victory_A,70.159,-135.314,Arid,Land,No
Germany,Japan,Skirmish,2024,662,11977,45709,110230,319.21,9.7,663,Desert,149.1,1166.9,19671.6,17644.8,Regional,Regional,Conventional,1418,196,No,7.57,Yes,Victory_A,64.974,178.04,Polar,Oil,No
USA,Russia,Proxy War,2006,405,13324,11944,196248,429.61,7.7,2216.2,Mountain,1367.2,227.3,14127.4,21800.6,Regional,Regional,Nuclear,3021,102,No,16.47,No,Stalemate,9.8,-18.824,Temperate,Oil,No
UK,Ukraine,Skirmish,2023,1281,3152,8694,124631,458.5,12.5,82.7,Desert,1393.5,770.1,15885.7,7207.7,None,None,Mixed,3048,122,No,1.37,Yes,Victory_B,-74.147,-118.797,Polar,Water,No
Japan,Israel,Skirmish,2023,677,27372,13518,186319,250.26,13.8,1664.2,Plains,1045.6,177.3,1565.7,17675.2,None,NATO,Cyber,569,101,Yes,11.07,No,Stalemate,35.389,142.041,Arid,Oil,No
Ukraine,Turkey,Skirmish,2019,589,41250,34954,49899,272.78,21.1,508.5,Plains,359.7,1216.1,14651.1,10856.1,None,Regional,Conventional,28,97,No,16.63,Yes,Stalemate,19.589,-96.807,Tropical,None,Yes
Canada,China,Civil War,1992,1621,30768,23208,114769,416.54,22,3,Forest,1334.8,1172,7524.8,7559.1,NATO,None,Conventional,3154,176,No,8.37,Yes,Victory_B,-52.173,153.209,Tropical,Oil,No
Iran,Russia,Civil War,1972,558,17416,10519,15902,268.86,7,2607.6,Plains,300,1189.2,12337.4,15531.6,None,NATO,Cyber,3506,58,Yes,2.87,Yes,Stalemate,72.097,-137.174,Arid,Water,No
China,USA,Proxy War,1976,905,7340,22639,55411,258.48,8.6,2014.6,Mountain,1024.3,987.1,5558.1,23486,Regional,NATO,Conventional,640,140,No,5.68,No,Stalemate,-74.4,123.053,Tropical,None,Yes
USA,Germany,Civil War,2007,1937,31659,44470,111844,452.55,6.8,296.8,Plains,162.2,654.2,15365.7,8798.8,NATO,NATO,Cyber,3204,44,No,9.84,No,Stalemate,-22.853,-113.664,Tropical,Oil,No
Iran,Australia,Proxy War,1986,1071,3338,44050,152380,394.99,14.1,1992.2,Forest,908.8,567.2,3695.2,18989.4,None,NATO,Cyber,4210,173,No,16.87,No,Stalemate,-72.984,157.802,Polar,Water,Yes
Canada,Australia,Civil War,1955,1237,43275,12935,62405,454.55,10.4,1834.9,Urban,1063.6,553.9,3081.4,7874.3,NATO,NATO,Cyber,4775,121,Yes,14.97,No,Victory_A,74.15,26.728,Temperate,Water,No
Israel,France,War,2014,479,665,17633,172630,109.2,30,1420.1,Urban,1203.6,93.6,4718.4,20098.7,NATO,None,Nuclear,4176,22,No,1.67,Yes,Victory_B,-83.631,-111.631,Arid,Oil,Yes
Australia,Australia,War,1955,487,21862,49314,198906,262.24,21.3,1257.8,Mountain,1028.3,1328.5,20438.4,19002,NATO,NATO,Conventional,1985,31,No,10.92,No,Victory_B,-13.362,124.135,Arid,Oil,Yes
Japan,Australia,Proxy War,1999,1595,5658,29615,124823,421.25,30.4,2661.2,Forest,1293,630.9,848,19143.2,NATO,Regional,Mixed,2654,71,Yes,17.45,No,Stalemate,65.12,-39.393,Polar,Water,No
